class	cap-shape	cap-color	bruises	gill-attachment	gill-color	stalk-shape	stalk-surface-above-ring	stalk-surface-below-ring	stalk-color-above-ring	veil-type	veil-color	ring-number	population
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
e	x	n	f	a	n	e	s	s	o	p	n	o	c
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	x	n	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
e	x	n	f	a	n	e	s	s	o	p	n	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	k	e	f	f	b	t	s	s	p	p	w	o	v
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
e	k	w	f	f	g	e	s	k	w	p	w	t	n
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	x	n	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	k	n	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	k	n	f	f	b	t	k	s	p	p	w	o	v
p	k	n	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	k	n	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	x	n	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	k	e	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
e	x	w	f	f	p	e	k	s	w	p	w	t	n
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	x	n	f	f	b	t	k	k	w	p	w	o	v
e	x	g	f	f	p	e	s	k	w	p	w	t	n
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	x	n	f	f	b	t	k	k	p	p	w	o	v
p	k	e	f	f	b	t	k	s	p	p	w	o	v
p	k	e	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	x	n	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	x	n	f	f	b	t	k	s	w	p	w	o	v
e	k	w	f	f	p	e	s	k	w	p	w	t	n
p	k	n	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	s	s	p	p	w	o	v
p	x	n	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	x	n	f	f	b	t	k	s	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	k	e	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	k	e	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
e	x	n	f	a	n	e	s	s	o	p	o	o	v
p	x	n	f	f	b	t	s	s	p	p	w	o	v
p	k	n	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	x	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	k	e	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	x	n	f	f	b	t	s	s	w	p	w	o	v
p	k	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	k	n	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	x	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	x	n	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
e	x	g	f	f	p	e	s	k	w	p	w	t	n
p	k	n	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	x	n	f	f	b	t	s	s	w	p	w	o	v
p	x	n	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	k	n	f	f	b	t	s	s	p	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	k	n	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	k	n	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	x	n	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	x	n	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	k	n	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	k	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	k	n	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	x	n	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
e	b	g	f	f	p	e	s	k	w	p	w	t	s
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	k	n	f	f	b	t	k	s	w	p	w	o	v
e	b	n	f	a	o	e	s	s	o	p	n	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	k	c	f	a	w	e	k	y	c	p	w	n	c
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	x	n	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	k	e	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	x	n	f	f	b	t	k	k	p	p	w	o	v
p	x	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	k	n	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	x	n	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	k	n	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	x	n	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	k	n	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
e	x	g	f	f	g	e	k	k	w	p	w	t	s
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
e	b	g	f	f	w	e	s	s	w	p	w	t	s
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	x	n	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
e	k	g	f	f	p	e	k	s	w	p	w	t	s
e	b	n	f	a	y	e	s	s	o	p	n	o	c
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	x	n	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
e	x	w	f	f	g	e	s	k	w	p	w	t	n
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	k	k	p	p	w	o	v
p	k	n	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	x	n	f	f	b	t	s	s	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	k	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	k	e	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	x	n	f	f	b	t	s	s	p	p	w	o	v
p	k	n	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
e	x	g	f	f	w	e	k	s	w	p	w	t	n
p	k	n	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	k	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	s	s	p	p	w	o	v
p	x	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	k	e	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	k	e	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
e	b	n	f	a	n	e	s	s	o	p	o	o	c
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	k	n	f	f	w	e	k	y	c	p	w	n	c
p	x	e	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	k	n	f	f	b	t	k	s	w	p	w	o	v
p	f	e	f	f	b	t	s	s	w	p	w	o	v
e	k	w	f	f	g	e	k	k	w	p	w	t	s
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	f	n	f	f	b	t	s	k	p	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	n	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	w	p	w	o	v
p	f	e	f	f	b	t	k	k	w	p	w	o	v
p	x	n	f	f	b	t	k	s	p	p	w	o	v
p	x	e	f	f	b	t	s	s	w	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	x	n	f	f	b	t	k	k	w	p	w	o	v
p	f	e	f	f	b	t	k	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	s	s	w	p	w	o	v
p	x	e	f	f	b	t	k	k	p	p	w	o	v
e	k	g	f	f	w	e	k	k	w	p	w	t	n
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	k	n	f	f	b	t	s	k	p	p	w	o	v
p	k	n	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
p	f	e	f	f	b	t	s	k	w	p	w	o	v
p	x	e	f	f	b	t	k	s	w	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	f	e	f	f	b	t	s	k	p	p	w	o	v
p	x	n	f	f	b	t	s	k	p	p	w	o	v
p	x	e	f	f	b	t	s	k	p	p	w	o	v
p	f	e	f	f	b	t	k	s	p	p	w	o	v
p	x	n	f	f	b	t	k	k	p	p	w	o	v
p	f	n	f	f	b	t	k	s	p	p	w	o	v
e	x	n	f	a	n	e	s	s	o	p	o	o	v
p	k	n	f	f	b	t	k	k	w	p	w	o	v
p	f	n	f	f	b	t	s	s	p	p	w	o	v
p	k	e	f	f	b	t	k	s	w	p	w	o	v
e	x	c	t	f	w	e	s	s	w	p	w	t	y
e	b	n	f	a	n	e	s	s	o	p	n	o	c
e	k	g	f	f	w	e	s	k	w	p	w	t	n
e	x	g	f	f	g	e	s	k	w	p	w	t	s
p	x	n	f	f	b	t	s	k	w	p	w	o	v
p	k	e	f	f	b	t	s	s	w	p	w	o	v
e	x	n	f	a	o	e	s	s	o	p	n	o	c
p	k	e	f	f	b	t	k	k	w	p	w	o	v
p	b	y	f	f	y	e	y	y	y	p	y	o	c
p	x	e	f	f	b	t	k	s	w	p	w	o	v
e	b	g	f	f	g	e	k	k	w	p	w	t	n
p	k	e	f	f	b	t	s	k	w	p	w	o	v
