Index,Height(cm),Weight(kg)
19422,167.6,67.1
19423,167.2,57.2
19424,171.2,59.6
19425,169.8,55.9
19426,174.3,56.7
19427,160.0,43.7
19428,181.0,60.3
19429,171.4,59.1
19430,174.3,59.2
19431,173.8,55.4
19432,166.3,54.6
19433,173.4,57.1
19434,171.3,54.2
19435,170.5,57.3
19436,173.1,60.8
19437,166.5,64.1
19438,181.0,66.9
19439,176.7,68.4
19440,171.5,54.9
19441,171.8,55.5
19442,164.6,50.9
19443,175.8,59.9
19444,177.6,65.4
19445,170.2,68.2
19446,174.1,59.9
19447,169.6,57.8
19448,174.6,58.9
19449,170.0,55.6
19450,170.6,57.6
19451,177.6,64.5
19452,175.5,63.4
19453,178.3,59.2
19454,174.4,54.5
19455,170.2,59.6
19456,165.1,56.9
19457,176.8,66.3
19458,173.3,61.8
19459,168.2,51.6
19460,167.2,60.1
19461,161.6,56.0
19462,179.3,59.7
19463,173.1,66.2
19464,176.3,61.8
19465,175.1,53.9
19466,171.2,59.0
19467,164.8,50.5
19468,177.7,65.8
19469,174.1,65.0
19470,176.0,62.5
19471,179.6,73.2
19472,168.7,51.3
19473,158.8,41.5
19474,173.8,58.1
19475,182.3,57.7
19476,168.4,55.3
19477,168.7,57.5
19478,172.2,66.2
19479,171.6,45.8
19480,172.5,51.8
19481,174.4,52.9
19482,176.2,61.1
19483,174.4,63.9
19484,176.9,48.8
19485,175.7,64.0
19486,175.2,66.2
19487,174.3,63.3
19488,171.5,54.7
19489,168.0,48.0
19490,174.4,61.3
19491,169.7,46.9
19492,175.1,57.9
19493,172.1,63.2
19494,169.0,57.0
19495,172.7,61.1
19496,170.3,52.7
19497,178.6,52.5
19498,178.2,62.5
19499,174.5,60.1
19500,167.6,53.6
19501,177.3,48.5
19502,169.4,57.3
19503,171.8,53.1
19504,169.7,59.7
19505,184.8,64.9
19506,176.0,63.7
19507,169.7,52.0
19508,176.3,65.5
19509,170.1,59.7
19510,172.8,65.0
19511,175.3,55.8
19512,175.8,67.3
19513,176.9,59.0
19514,178.0,66.2
19515,169.4,56.4
19516,167.9,55.2
19517,172.1,57.3
19518,166.8,60.6
19519,170.8,60.0
19520,177.8,65.4
19521,171.6,60.2
19522,166.5,54.8
19523,176.4,55.2
19524,170.2,60.8
19525,170.4,59.3
19526,163.9,49.7
19527,182.6,58.9
19528,170.1,54.2
19529,175.0,61.9
19530,171.9,59.2
19531,179.7,63.8
19532,176.6,65.9
19533,175.6,61.3
19534,168.9,49.3
19535,178.5,57.6
19536,172.6,60.5
19537,173.3,60.8
19538,174.0,58.1
19539,166.2,50.6
19540,172.4,58.5
19541,161.8,43.5
19542,179.4,56.2
19543,175.0,56.1
19544,178.1,58.3
19545,181.5,69.2
19546,177.9,54.5
19547,173.1,62.3
19548,162.2,56.7
19549,171.0,56.7
19550,175.0,63.2
19551,182.0,56.8
19552,175.0,61.0
19553,176.6,61.0
19554,173.2,55.1
19555,166.9,50.0
19556,173.7,57.5
19557,180.5,63.6
19558,176.0,57.5
19559,173.3,55.2
19560,174.2,53.3
19561,171.1,57.8
19562,173.4,55.7
19563,175.5,59.0
19564,170.7,57.3
19565,165.1,47.5
19566,170.0,57.7
19567,170.5,59.1
19568,167.9,48.5
19569,174.2,56.8
19570,162.4,51.2
19571,177.2,63.4
19572,173.8,68.9
19573,168.6,55.5
19574,179.0,58.9
19575,166.2,55.1
19576,167.7,61.5
19577,173.0,59.2
19578,174.4,66.5
19579,182.9,58.9
19580,174.0,56.0
19581,175.8,56.8
19582,178.3,63.8
19583,170.3,56.3
19584,170.1,54.9
19585,174.5,54.5
19586,177.1,65.5
19587,175.5,56.2
19588,177.2,52.1
19589,172.1,59.1
19590,170.4,55.6
19591,181.1,61.8
19592,179.8,63.3
19593,174.4,54.8
19594,178.7,58.0
19595,175.2,53.2
19596,171.1,54.7
19597,179.0,66.6
19598,175.6,60.9
19599,176.6,56.8
19600,172.7,53.7
19601,171.7,61.5
19602,177.3,66.8
19603,169.7,59.3
19604,174.5,61.2
19605,172.9,52.8
19606,170.3,52.4
19607,161.4,57.9
19608,172.8,59.5
19609,181.7,62.3
19610,172.5,49.6
19611,173.5,62.4
19612,176.6,69.0
19613,170.9,54.6
19614,175.1,57.1
19615,170.0,51.3
19616,173.6,50.7
19617,170.2,53.3
19618,164.7,55.4
19619,172.3,49.7
19620,175.3,54.0
19621,176.3,50.9
19622,185.1,65.7
19623,169.2,54.5
19624,173.8,60.0
19625,170.3,58.7
19626,163.8,58.2
19627,179.2,58.3
19628,171.9,57.9
19629,173.7,60.2
19630,173.2,58.4
19631,172.4,64.7
19632,180.7,59.7
19633,166.2,55.2
19634,175.6,51.6
19635,174.5,62.6
19636,179.3,59.6
19637,174.8,52.7
19638,173.7,50.4
19639,174.6,62.0
19640,162.5,47.8
19641,172.0,62.4
19642,166.1,50.3
19643,169.8,60.3
19644,170.5,54.2
19645,163.2,62.3
19646,169.3,48.4
19647,174.0,54.4
19648,167.5,52.4
19649,171.1,53.5
19650,178.4,57.1
19651,177.9,61.9
19652,168.5,55.9
19653,177.7,57.2
19654,171.4,58.8
19655,174.5,55.0
19656,170.2,60.9
19657,172.0,48.3
19658,181.1,64.0
19659,174.0,55.4
19660,169.2,57.6
19661,172.6,57.6
19662,169.9,46.7
19663,171.3,60.4
19664,173.5,58.9
19665,167.6,45.5
19666,178.3,58.9
19667,171.6,59.8
19668,161.0,48.5
19669,176.6,61.8
19670,168.1,58.4
19671,167.0,50.6
19672,171.6,59.2
19673,167.4,55.2
19674,171.3,60.2
19675,167.6,57.7
19676,171.1,52.0
19677,170.4,48.9
19678,173.0,58.4
19679,174.2,53.1
19680,164.3,45.6
19681,172.2,54.3
19682,173.0,65.8
19683,177.8,52.1
19684,169.4,51.8
19685,176.6,61.5
19686,166.8,58.6
19687,175.8,55.6
19688,178.1,63.7
19689,159.8,58.4
19690,176.6,48.4
19691,175.7,70.9
19692,164.9,49.8
19693,166.4,52.5
19694,170.7,60.1
19695,172.8,59.3
19696,174.8,61.1
19697,182.3,64.1
19698,176.1,57.6
19699,173.6,58.8
19700,171.8,64.5
19701,167.8,58.6
19702,179.2,60.4
19703,172.6,58.6
19704,173.4,55.4
19705,173.2,59.9
19706,181.0,63.0
19707,166.7,48.4
19708,175.8,56.0
19709,169.4,54.9
19710,169.3,50.7
19711,180.0,62.7
19712,180.2,64.5
19713,173.6,52.3
19714,179.0,65.8
19715,169.2,50.6
19716,176.1,63.2
19717,176.4,53.7
19718,174.5,52.3
19719,169.6,53.1
19720,170.4,53.3
19721,175.3,57.1
19722,168.5,62.4
19723,178.0,60.4
19724,176.1,55.7
19725,165.8,51.6
19726,177.9,65.0
19727,175.1,60.3
19728,169.3,55.4
19729,169.7,49.5
19730,172.5,50.7
19731,170.5,55.5
19732,178.5,62.0
19733,164.0,56.3
19734,180.7,64.2
19735,174.2,56.1
19736,166.3,57.9
19737,172.1,56.8
19738,169.8,62.0
19739,172.6,52.3
19740,169.5,50.2
19741,180.3,65.1
19742,170.0,57.5
19743,171.6,58.6
19744,165.4,51.7
19745,176.6,50.9
19746,170.2,54.2
19747,172.8,53.7
19748,172.8,60.3
19749,158.8,53.6
19750,179.1,56.7
19751,157.6,54.6
19752,166.9,60.5
19753,172.2,57.8
19754,171.0,56.7
19755,172.5,60.0
19756,171.0,60.1
19757,175.5,56.2
19758,167.1,51.9
19759,182.0,61.5
19760,168.3,51.5
19761,163.5,53.0
19762,174.4,64.6
19763,175.2,65.6
19764,178.3,62.8
19765,179.2,66.8
19766,176.4,55.9
19767,179.1,60.7
19768,167.9,53.4
19769,175.5,60.8
19770,169.6,60.9
19771,182.3,70.9
19772,175.6,61.0
19773,168.6,61.4
19774,177.2,55.6
19775,175.2,59.1
19776,173.1,67.8
19777,169.6,62.5
19778,177.5,58.6
19779,172.6,63.0
19780,170.7,59.8
19781,174.8,59.1
19782,174.8,56.5
19783,174.4,57.8
19784,172.4,59.4
19785,174.5,55.5
19786,170.5,55.9
19787,175.7,57.5
19788,180.3,60.5
19789,172.6,60.1
19790,175.0,54.1
19791,177.4,63.5
19792,170.0,61.3
19793,178.1,56.5
19794,171.7,52.0
19795,168.7,55.5
19796,176.7,60.5
19797,178.0,56.2
19798,170.8,58.9
19799,181.5,70.7
19800,175.8,55.9
19801,171.6,57.7
19802,172.5,58.4
19803,176.2,55.0
19804,171.5,61.4
19805,174.3,60.3
19806,173.3,58.6
19807,174.2,55.7
19808,175.8,56.8
19809,171.5,57.3
19810,179.5,66.7
19811,163.3,50.9
19812,173.9,56.5
19813,169.5,59.5
19814,179.2,58.7
19815,172.3,62.4
19816,170.2,52.1
19817,167.6,60.5
19818,174.2,66.6
19819,174.8,57.1
19820,172.6,54.5
19821,175.1,53.7
19822,175.9,65.2
19823,172.2,52.5
19824,174.4,57.0
19825,181.6,73.4
19826,166.5,50.4
19827,181.2,62.5
19828,177.6,63.6
19829,169.4,55.3
19830,180.0,70.1
19831,179.0,56.4
19832,168.3,62.8
19833,173.8,52.7
19834,174.0,50.7
19835,174.0,56.5
19836,173.0,61.2
19837,168.4,62.0
19838,175.2,58.9
19839,170.3,57.6
19840,185.9,61.5
19841,171.6,51.8
19842,168.8,52.6
19843,170.0,63.7
19844,177.0,71.2
19845,174.2,55.5
19846,175.0,54.9
19847,182.4,51.6
19848,175.0,64.0
19849,171.2,55.0
19850,169.6,51.6
19851,170.4,49.6
19852,168.2,54.5
19853,173.4,55.9
19854,176.8,61.6
19855,164.5,40.8
19856,176.1,57.2
19857,177.7,63.4
19858,173.4,52.4
19859,176.1,63.6
19860,169.0,56.9
19861,169.6,53.7
19862,168.5,50.4
19863,169.5,54.3
19864,167.4,55.6
19865,171.2,65.2
19866,173.3,59.7
19867,169.5,47.0
19868,179.7,59.1
19869,170.7,57.2
19870,178.3,60.0
19871,163.2,54.0
19872,170.5,44.3
19873,174.6,56.3
19874,174.1,46.7
19875,168.4,57.5
19876,174.6,60.5
19877,177.5,63.1
19878,166.4,60.5
19879,173.2,49.9
19880,169.4,54.2
19881,166.5,57.0
19882,176.5,60.2
19883,176.6,64.1
19884,169.6,65.3
19885,178.4,54.9
19886,178.4,58.7
19887,172.2,64.1
19888,180.3,58.1
19889,177.2,70.7
19890,175.7,63.2
19891,173.4,63.7
19892,171.5,54.8
19893,173.0,59.5
19894,167.6,61.0
19895,174.8,57.1
19896,171.8,58.2
19897,169.1,58.8
19898,172.5,49.1
19899,178.2,52.1
19900,168.7,57.4
19901,172.7,61.5
19902,165.1,53.1
19903,181.7,64.4
19904,160.8,54.4
19905,171.8,68.4
19906,173.2,63.8
19907,173.4,56.5
19908,170.0,62.1
19909,174.5,53.0
19910,175.9,56.3
19911,177.1,62.4
19912,177.2,56.4
19913,175.0,53.5
19914,167.4,59.0
19915,177.0,52.1
19916,178.3,54.8
19917,173.5,58.2
19918,175.9,53.8
19919,177.7,56.9
19920,162.2,50.7
19921,177.1,57.0
19922,177.0,53.1
19923,173.4,60.2
19924,168.9,56.8
19925,168.4,55.2
19926,176.5,56.0
19927,169.6,69.6
19928,176.6,69.1
19929,173.4,62.4
19930,179.7,62.7
19931,168.5,61.4
19932,179.2,55.3
19933,172.4,64.8
19934,171.2,49.9
19935,180.1,64.4
19936,173.9,55.4
19937,183.2,63.0
19938,171.8,56.9
19939,173.7,60.1
19940,185.0,61.7
19941,172.2,57.1
19942,167.9,49.7
19943,178.3,57.6
19944,165.9,60.1
19945,170.9,56.4
19946,179.8,68.8
19947,167.6,60.2
19948,177.8,49.9
19949,170.5,44.1
19950,171.5,55.3
19951,174.0,58.1
19952,166.8,55.8
19953,167.9,57.6
19954,174.2,62.7
19955,175.1,57.1
19956,169.0,54.0
19957,168.4,48.1
19958,170.4,63.1
19959,171.4,60.4
19960,174.3,57.2
19961,171.3,55.0
19962,169.4,55.4
19963,163.9,55.1
19964,177.3,65.1
19965,170.7,55.7
19966,168.9,52.3
19967,165.8,54.6
19968,169.1,57.8
19969,167.4,55.2
19970,177.1,57.9
19971,172.6,51.5
19972,167.3,44.6
19973,165.2,56.8
19974,174.0,65.1
19975,172.7,57.0
19976,178.5,63.8
19977,170.9,56.2
19978,173.4,51.4
19979,183.5,61.7
19980,165.3,54.1
19981,180.6,61.3
19982,173.4,60.4
19983,169.6,58.2
19984,171.8,52.6
19985,162.4,54.9
19986,175.1,56.5
19987,171.8,61.3
19988,174.0,62.9
19989,175.2,53.9
19990,167.5,63.4
19991,174.8,63.5
19992,172.6,55.3
19993,168.6,53.8
19994,170.8,62.5
19995,175.1,58.0
19996,165.8,53.1
19997,171.9,56.2
19998,169.4,52.8
19999,167.1,47.5
20000,172.9,58.8
20001,175.3,61.4
20002,175.5,57.4
20003,183.2,73.0
20004,180.1,66.1
20005,172.4,55.3
20006,171.3,59.6
20007,176.4,60.5
20008,170.4,54.1
20009,178.3,66.8
20010,171.2,63.4
20011,179.0,63.4
20012,174.3,52.6
20013,166.7,61.8
20014,170.3,55.8
20015,171.0,44.9
20016,166.3,48.4
20017,169.0,55.0
20018,171.1,52.1
20019,176.1,52.3
20020,169.7,58.3
20021,165.9,52.0
20022,169.1,54.9
20023,167.7,57.6
20024,176.8,69.3
20025,167.9,54.6
20026,176.2,53.9
20027,182.9,65.8
20028,169.9,50.2
20029,168.7,56.1
20030,166.5,54.4
20031,176.7,62.6
20032,177.3,55.6
20033,177.6,65.6
20034,178.0,55.8
20035,168.2,45.0
20036,171.8,64.1
20037,174.2,56.9
20038,173.1,57.3
20039,171.5,57.6
20040,179.7,64.8
20041,175.9,65.0
20042,173.6,60.2
20043,176.6,51.4
20044,177.9,58.5
20045,169.7,52.4
20046,175.3,64.7
20047,171.7,56.9
20048,175.9,58.1
20049,173.0,52.4
20050,171.8,56.1
20051,180.2,61.8
20052,173.8,59.8
20053,171.1,49.8
20054,169.5,56.1
20055,170.5,55.1
20056,172.2,50.3
20057,170.1,51.0
20058,176.9,59.3
20059,170.2,55.6
20060,167.3,50.1
20061,174.6,62.3
20062,161.2,59.7
20063,173.4,55.3
20064,175.5,58.4
20065,171.5,57.3
20066,172.5,55.5
20067,177.9,64.4
20068,170.5,50.4
20069,175.0,54.1
20070,172.7,56.3
20071,177.4,67.6
20072,174.9,59.9
20073,174.3,59.6
20074,173.4,67.2
20075,172.3,54.8
20076,170.3,60.4
20077,178.5,61.0
20078,175.7,59.5
20079,177.6,58.6
20080,179.8,66.5
20081,179.7,60.8
20082,179.9,64.0
20083,172.0,56.4
20084,171.3,58.7
20085,163.3,45.1
20086,164.8,51.3
20087,160.1,46.1
20088,171.5,65.5
20089,163.1,57.9
20090,173.4,52.9
20091,177.8,54.9
20092,167.4,62.9
20093,172.0,56.8
20094,169.9,56.6
20095,176.6,59.5
20096,172.1,61.4
20097,176.5,70.2
20098,178.4,64.0
20099,172.6,57.8
20100,173.0,58.3
20101,172.5,57.7
20102,168.1,58.0
20103,177.8,65.0
20104,181.2,55.1
20105,168.9,51.7
20106,178.9,66.3
20107,173.4,62.1
20108,176.8,61.3
20109,171.2,48.1
20110,176.9,61.6
20111,170.7,51.0
20112,166.0,50.6
20113,173.9,67.4
20114,173.2,62.5
20115,174.8,60.0
20116,172.6,67.8
20117,171.6,67.5
20118,181.8,63.4
20119,173.3,53.2
20120,170.3,61.3
20121,174.8,57.5
20122,181.8,60.8
20123,180.1,47.0
20124,176.9,59.6
20125,168.8,56.0
20126,176.7,64.0
20127,175.9,60.6
20128,167.5,55.0
20129,173.7,53.9
20130,179.9,65.1
20131,178.5,57.4
20132,175.1,65.6
20133,168.4,50.2
20134,183.3,66.7
20135,173.2,49.5
20136,175.5,63.8
20137,172.4,61.0
20138,171.2,53.8
20139,175.6,53.9
20140,168.5,68.2
20141,181.4,55.2
20142,183.0,68.3
20143,180.5,61.0
20144,175.1,63.5
20145,169.9,59.5
20146,168.6,51.1
20147,173.1,54.2
20148,170.1,56.2
20149,171.6,52.8
20150,179.8,62.1
20151,173.3,53.9
20152,166.5,51.4
20153,179.7,58.8
20154,171.6,56.4
20155,180.0,68.2
20156,163.8,60.9
20157,171.3,55.5
20158,174.6,54.4
20159,172.3,61.0
20160,162.3,53.0
20161,178.1,61.2
20162,168.6,45.6
20163,175.1,53.6
20164,180.0,61.2
20165,164.7,53.1
20166,170.5,58.4
20167,174.6,60.9
20168,171.9,55.9
20169,169.2,50.1
20170,176.6,55.5
20171,184.4,68.3
20172,169.8,58.6
20173,170.8,61.2
20174,170.1,53.7
20175,173.2,53.0
20176,171.0,58.1
20177,180.7,65.3
20178,181.0,56.0
20179,173.7,53.4
20180,175.0,65.6
20181,169.2,54.0
20182,172.4,57.6
20183,175.0,59.5
20184,165.3,54.0
20185,167.1,58.1
20186,175.4,59.0
20187,172.0,57.7
20188,172.9,68.7
20189,182.7,55.4
20190,178.0,61.1
20191,167.3,58.3
20192,172.1,61.2
20193,184.6,64.0
20194,175.4,57.4
20195,166.9,61.9
20196,168.8,58.1
20197,173.7,65.9
20198,173.0,49.0
20199,170.3,52.8
20200,176.3,61.7
20201,167.4,46.5
20202,175.9,61.0
20203,173.5,61.0
20204,184.3,60.8
20205,170.6,51.8
20206,177.6,63.5
20207,175.9,58.1
20208,158.9,52.6
20209,174.5,59.4
20210,170.5,56.8
20211,171.3,59.1
20212,163.3,49.6
20213,167.6,57.9
20214,173.5,57.1
20215,171.3,62.4
20216,173.2,54.1
20217,168.2,53.1
20218,172.0,61.6
20219,177.3,55.5
20220,172.0,50.0
20221,175.3,55.6
20222,169.5,44.0
20223,168.8,44.2
20224,164.7,52.1
20225,166.9,51.1
20226,175.0,55.5
20227,177.7,59.8
20228,165.7,51.9
20229,170.2,52.0
20230,178.3,61.5
20231,168.4,52.1
20232,162.9,47.8
20233,173.2,60.5
20234,171.9,61.6
20235,174.9,62.0
20236,166.3,52.0
20237,171.6,52.9
20238,179.3,61.6
20239,165.6,52.2
20240,180.5,57.5
20241,170.4,58.9
20242,172.8,55.4
20243,171.5,46.9
20244,173.4,63.8
20245,174.7,52.7
20246,176.7,65.4
20247,173.9,54.5
20248,170.1,63.3
20249,172.2,64.5
20250,182.8,66.7
20251,172.4,61.0
20252,171.1,58.8
20253,166.4,56.6
20254,168.7,55.1
20255,174.0,53.8
20256,167.6,56.2
20257,171.9,57.1
20258,173.2,54.7
20259,172.8,53.3
20260,170.7,62.1
20261,180.3,61.8
20262,181.0,56.8
20263,173.9,57.4
20264,170.0,50.5
20265,170.1,58.7
20266,173.6,64.2
20267,174.2,62.3
20268,166.9,58.9
20269,178.8,56.3
20270,177.9,60.7
20271,171.6,49.7
20272,182.0,61.1
20273,167.5,53.0
20274,171.1,58.8
20275,173.1,60.1
20276,165.8,51.9
20277,173.3,44.3
20278,177.9,58.5
20279,174.5,57.8
20280,178.6,55.6
20281,170.9,59.1
20282,177.4,53.8
20283,181.9,70.1
20284,170.7,59.4
20285,177.9,54.5
20286,166.5,56.7
20287,165.7,51.0
20288,167.5,51.9
20289,170.5,52.5
20290,168.9,57.1
20291,180.2,56.9
20292,169.0,61.7
20293,177.4,63.0
20294,167.6,63.3
20295,173.8,53.5
20296,171.7,56.5
20297,178.6,57.4
20298,170.7,60.1
20299,168.2,63.8
20300,179.9,64.8
20301,164.8,50.9
20302,173.8,55.9
20303,171.5,53.9
20304,173.9,65.0
20305,176.5,57.5
20306,174.4,62.3
20307,172.8,57.7
20308,170.4,52.7
20309,184.4,75.2
20310,173.2,57.8
20311,169.5,59.0
20312,173.6,60.8
20313,166.1,49.6
20314,178.8,55.9
20315,173.0,60.8
20316,174.6,63.4
20317,169.4,49.0
20318,170.0,57.9
20319,172.0,64.6
20320,170.4,53.8
20321,178.1,63.8
20322,171.8,52.7
20323,176.8,52.1
20324,160.8,52.9
20325,171.5,57.0
20326,163.1,56.5
20327,173.2,57.3
20328,174.1,57.9
20329,178.2,62.3
20330,175.2,58.9
20331,177.5,63.0
20332,172.1,57.5
20333,175.1,64.4
20334,170.4,58.0
20335,169.8,55.0
20336,172.6,50.2
20337,169.7,61.2
20338,171.6,62.4
20339,170.5,63.8
20340,171.3,59.1
20341,171.4,54.9
20342,176.5,60.1
20343,163.9,51.1
20344,170.3,70.9
20345,171.4,53.5
20346,181.0,59.7
20347,173.8,56.5
20348,168.7,50.5
20349,166.6,58.4
20350,177.9,62.3
20351,170.4,61.6
20352,180.1,59.2
20353,174.2,65.5
20354,181.9,69.6
20355,163.6,42.2
20356,181.9,62.9
20357,179.8,67.1
20358,168.7,60.8
20359,169.8,55.5
20360,171.3,50.3
20361,182.3,65.4
20362,166.1,55.8
20363,175.2,61.7
20364,167.7,50.7
20365,170.2,55.5
20366,167.6,60.1
20367,177.8,59.8
20368,184.8,66.1
20369,175.8,58.4
20370,173.6,59.0
20371,167.4,50.0
20372,178.9,53.8
20373,164.2,57.4
20374,174.1,65.9
20375,166.2,60.0
20376,173.4,54.6
20377,172.7,55.7
20378,170.5,55.9
20379,175.2,59.2
20380,183.7,59.3
20381,181.6,52.6
20382,174.4,59.4
20383,170.5,58.1
20384,174.3,62.4
20385,172.3,63.0
20386,176.5,58.9
20387,179.1,65.2
20388,163.4,51.6
20389,173.5,61.2
20390,171.3,55.5
20391,172.7,53.7
20392,166.7,41.8
20393,170.4,48.8
20394,175.0,53.7
20395,161.5,58.3
20396,174.8,68.1
20397,167.6,63.4
20398,172.7,55.6
20399,172.3,59.9
20400,180.5,54.5
20401,172.0,58.0
20402,172.3,56.6
20403,172.3,51.2
20404,177.1,66.9
20405,172.7,53.5
20406,180.5,58.2
20407,169.8,57.7
20408,174.0,60.1
20409,173.1,57.4
20410,166.2,51.9
20411,179.2,63.1
20412,175.7,52.6
20413,168.8,53.5
20414,168.3,54.7
20415,175.4,59.8
20416,170.7,57.0
20417,168.7,58.8
20418,177.7,59.4
20419,173.9,56.4
20420,178.1,62.7
20421,177.3,54.0
20422,169.3,50.4
20423,175.5,56.3
20424,167.0,57.6
20425,172.7,60.5
20426,172.5,61.8
20427,178.2,57.9
20428,182.0,65.2
20429,171.0,57.5
20430,169.8,56.8
20431,168.2,57.7
20432,172.4,58.0
20433,176.4,55.6
20434,177.0,58.8
20435,169.7,54.7
20436,171.2,54.7
20437,173.5,57.7
20438,174.9,57.6
20439,180.0,62.1
20440,176.0,62.9
20441,174.1,54.8
20442,168.2,57.5
20443,176.4,63.4
20444,166.7,50.6
20445,178.7,65.6
20446,173.4,57.4
20447,179.7,62.3
20448,176.1,58.8
20449,183.8,61.5
20450,169.1,57.5
20451,173.2,49.1
20452,172.0,59.9
20453,166.8,61.3
20454,173.6,57.2
20455,172.7,57.4
20456,174.1,60.3
20457,173.7,55.4
20458,178.4,63.5
20459,177.9,65.3
20460,172.6,58.7
20461,168.0,60.5
20462,179.6,60.4
20463,173.9,52.7
20464,167.9,48.8
20465,175.2,54.4
20466,166.2,50.3
20467,175.9,55.5
20468,170.1,54.2
20469,177.3,70.7
20470,179.3,60.9
20471,164.6,43.9
20472,169.8,50.6
20473,174.9,60.1
20474,170.0,55.4
20475,174.8,52.1
20476,174.1,62.7
20477,171.6,52.5
20478,167.2,48.8
20479,176.4,66.6
20480,184.0,63.3
20481,170.4,54.4
20482,181.5,58.7
20483,167.8,51.1
20484,180.3,66.0
20485,174.6,63.9
20486,165.4,60.3
20487,176.0,62.3
20488,177.0,58.1
20489,171.7,57.0
20490,160.7,49.5
20491,169.2,63.0
20492,169.8,66.3
20493,166.5,48.5
20494,176.4,64.0
20495,177.4,62.5
20496,168.9,58.4
20497,176.0,62.1
20498,178.7,59.7
20499,173.4,48.8
20500,171.5,55.6
20501,171.7,53.3
20502,174.4,60.2
20503,173.5,48.9
20504,169.4,53.1
20505,175.6,49.7
20506,169.2,48.9
20507,172.0,53.2
20508,184.2,64.5
20509,178.8,60.6
20510,167.4,50.0
20511,174.3,64.1
20512,168.3,46.7
20513,173.0,48.6
20514,159.5,50.3
20515,167.7,56.0
20516,175.5,55.7
20517,170.5,57.2
20518,177.4,48.6
20519,161.9,45.8
20520,164.2,56.2
20521,176.8,55.4
20522,177.1,58.5
20523,172.1,61.1
20524,169.5,63.9
20525,169.3,51.9
20526,171.9,56.0
20527,173.7,56.6
20528,171.0,62.1
20529,174.5,56.8
20530,177.9,61.8
20531,178.3,67.2
20532,175.6,60.6
20533,171.6,56.4
20534,171.9,55.5
20535,167.6,61.7
20536,175.1,60.4
20537,184.0,61.7
20538,169.2,47.4
20539,171.1,56.6
20540,164.8,54.3
20541,164.4,50.4
20542,177.6,56.5
20543,179.6,69.1
20544,164.9,51.0
20545,177.0,55.4
20546,161.5,51.2
20547,170.9,64.5
20548,173.6,53.1
20549,173.0,55.8
20550,174.3,52.3
20551,169.8,48.0
20552,177.8,55.6
20553,171.3,59.2
20554,177.0,56.0
20555,170.5,48.5
20556,180.7,63.8
20557,175.8,64.6
20558,171.4,55.7
20559,169.9,53.6
20560,179.0,59.4
20561,185.4,67.3
20562,170.6,49.1
20563,171.1,56.0
20564,173.5,53.5
20565,172.9,59.7
20566,175.1,64.0
20567,173.9,66.1
20568,169.3,54.5
20569,168.3,54.4
20570,165.2,53.3
20571,182.9,58.6
20572,172.8,55.0
20573,168.5,52.1
20574,162.1,52.3
20575,167.5,53.8
20576,173.3,55.2
20577,176.4,55.9
20578,173.9,64.5
20579,175.8,58.8
20580,166.7,45.5
20581,176.3,58.0
20582,171.6,57.5
20583,176.1,67.1
20584,170.6,58.9
20585,178.5,63.3
20586,176.3,55.0
20587,177.3,57.4
20588,174.5,61.0
20589,171.2,55.3
20590,168.6,53.1
20591,166.5,57.6
20592,179.3,66.7
20593,175.6,62.1
20594,169.5,55.6
20595,171.2,53.2
20596,168.1,55.3
20597,174.3,55.3
20598,178.1,69.4
20599,166.3,60.2
20600,174.8,58.4
20601,172.0,55.2
20602,169.1,58.5
20603,171.7,59.4
20604,170.8,58.3
20605,170.4,53.3
20606,169.0,55.5
20607,171.2,57.4
20608,170.3,59.6
20609,154.4,51.7
20610,175.2,63.6
20611,184.8,61.3
20612,167.7,50.2
20613,174.5,57.2
20614,176.7,64.7
20615,175.2,65.5
20616,173.4,63.7
20617,174.1,60.6
20618,161.8,57.7
20619,171.0,65.5
20620,177.5,61.8
20621,167.1,55.3
20622,172.3,58.7
20623,172.8,57.9
20624,170.8,56.3
20625,178.7,51.4
20626,163.6,54.2
20627,174.3,60.8
20628,170.8,63.2
20629,171.4,58.5
20630,171.8,65.3
20631,174.6,60.4
20632,176.6,64.3
20633,172.1,64.9
20634,174.4,66.2
20635,166.1,45.9
20636,170.7,57.4
20637,171.2,57.3
20638,173.8,61.9
20639,168.9,53.2
20640,165.4,51.9
20641,178.4,61.0
20642,164.2,58.9
20643,173.7,62.2
20644,166.6,51.2
20645,170.4,60.8
20646,178.1,57.9
20647,168.8,58.7
20648,175.5,64.2
20649,170.2,61.1
20650,164.7,55.5
20651,174.6,52.3
20652,170.3,64.9
20653,175.5,56.9
20654,173.3,61.9
20655,171.6,45.0
20656,178.0,62.9
20657,177.5,59.8
20658,175.5,59.3
20659,174.8,62.7
20660,178.4,60.5
20661,161.7,51.8
20662,176.3,58.7
20663,171.1,58.7
20664,177.7,59.7
20665,173.9,55.7
20666,172.1,58.0
20667,178.1,59.7
20668,172.7,60.6
20669,177.4,57.5
20670,169.2,56.6
20671,177.2,58.5
20672,176.1,54.8
20673,174.8,49.9
20674,173.6,56.0
20675,166.2,52.6
20676,175.0,61.7
20677,167.4,45.7
20678,176.8,65.3
20679,167.6,59.5
20680,163.0,55.2
20681,173.3,58.6
20682,170.4,51.7
20683,167.9,56.0
20684,173.8,48.7
20685,176.4,53.3
20686,174.8,63.7
20687,168.2,59.2
20688,171.1,61.6
20689,175.1,55.1
20690,172.4,50.4
20691,174.4,61.2
20692,173.8,59.1
