"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
8942500,90,"RL",8398,"Corner","Duplex","1Story",5,4,1951,1951,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"N",1762,0,0,1853,2,0,6,2,"TA",10,"Typ",0,NA,NA,NA,0,0,NA,NA,0,7,2007,"Normal",152641
9027684,120,"RL",3108,"Inside","TwnhsE","1Story",8,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Y",1456,0,0,1432,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,406,"TA","TA",0,5,2005,"Normal",170959
9048980,80,"RL",11976,"Corner","1Fam","2.5Sto",6,6,1959,1959,"Gable","TA","Gd","CBlock","TA","TA","Gd","LwQ",573,"Y",1410,0,0,1465,1,1,3,1,"TA",7,"Typ",1,"Fa","Attchd","RFn",2,650,"TA","TA",0,8,2008,"Normal",133914
9155460,20,"RL",8003,"Inside","1Fam","1Story",5,5,1949,1949,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",1159,"Y",1134,0,0,1162,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,653,"TA","TA",0,7,2009,"Normal",101958
9166108,20,"FV",8774,"Inside","1Fam","1Story",7,5,2007,2004,"Gable","Gd","TA","PConc","Ex","TA","No","Unf",0,"Y",1310,0,0,1396,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","Fin",2,533,"TA","TA",0,5,2008,"Abnorml",207935
9208700,60,"RL",15284,"Corner","1Fam","2Story",5,6,1948,1949,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"Y",1548,686,54,2320,2,0,2,1,"TA",7,"Typ",1,"TA","Attchd","Unf",2,691,"TA","TA",0,5,2006,"Normal",171865
9219348,60,"RL",9847,"Inside","1Fam","2Story",7,5,1993,1985,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",713,"Y",1111,844,0,1936,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,596,"TA","TA",0,6,2010,"Normal",266517
9272588,50,"RM",5852,"Inside","1Fam","1.5Sto",5,6,1941,1946,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",652,467,0,1090,1,1,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,202,"TA","TA",0,8,2009,"Abnorml",73752
9304532,60,"RL",8650,"Inside","1Fam","2Story",9,5,2004,2001,"Hip","Gd","TA","PConc","Ex","TA","No","GLQ",1119,"Y",1422,748,0,2273,2,1,4,1,"Ex",10,"Typ",1,"Gd","Attchd","Fin",3,733,"TA","TA",0,6,2008,"Normal",302344
9357772,60,"RL",9170,"Corner","1Fam","2Story",6,5,1992,1987,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",844,797,0,1637,2,1,3,1,"TA",7,"Typ",1,"TA","Other","RFn",2,403,"TA","TA",0,12,2009,"Normal",186682
9432308,20,"RL",12204,"Inside","1Fam","1Story",6,4,1952,1952,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",1012,"Y",1528,0,0,1530,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd","RFn",2,523,"TA","TA",0,2,2009,"Normal",134203
9464252,20,"RL",8555,"Inside","1Fam","1Story",6,8,1963,2002,"Hip","TA","TA","CBlock","TA","TA","No","GLQ",673,"Y",1068,0,0,1053,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","RFn",1,270,"TA","TA",0,2,2005,"Normal",141589
9474900,20,"RL",13263,"Inside","1Fam","1Story",5,5,1946,1946,"Gable","TA","TA","PConc","Gd","TA","Mn","BLQ",1083,"Y",1363,0,0,1440,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","Unf",1,364,"TA","TA",0,6,2007,"Normal",153153
9496196,60,"RL",7251,"Inside","1Fam","2Story",6,5,1956,1956,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",381,"Y",985,840,0,1741,1,1,4,1,"TA",8,"Typ",1,"TA","Attchd","RFn",2,498,"TA","TA",0,10,2007,"Normal",141168
9538788,20,"RL",7293,"Inside","1Fam","1Story",5,7,1961,1991,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",472,"Y",1253,0,0,1224,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd","Unf",1,296,"TA","TA",0,6,2005,"Normal",162218
9549436,20,"RL",7267,"Inside","1Fam","1Story",4,6,1964,1964,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",319,"Y",847,0,0,824,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,678,"TA","TA",0,6,2007,"Normal",108842
9581380,20,"RL",15179,"CulDSac","1Fam","1Story",7,5,2001,2001,"Hip","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1600,0,0,1601,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",3,665,"TA","TA",0,8,2006,"Abnorml",205776
9592028,20,"RL",6280,"Inside","1Fam","1Story",5,6,1965,1965,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",574,"Y",916,0,0,916,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,277,"TA","TA",0,8,2007,"Normal",130681
9602676,20,"RL",10343,"Inside","1Fam","1Story",5,5,1945,1945,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",346,"Y",1046,0,0,1075,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","RFn",1,268,"TA","TA",0,2,2009,"Normal",137356
9623972,50,"RL",11487,"Inside","1Fam","1.5Sto",7,7,1936,1985,"Gable","Gd","TA","CBlock","Gd","TA","No","LwQ",221,"Y",1026,1085,0,2084,1,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",1,177,"Fa","TA",0,6,2006,"Normal",280227
9634620,20,"RL",8865,"Inside","1Fam","1Story",5,5,1975,1975,"Gable","TA","TA","CBlock","Gd","TA","Av","BLQ",302,"Y",858,0,0,904,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Unf",2,461,"TA","TA",0,6,2006,"Normal",100195
9655916,90,"RL",11341,"Corner","Duplex","2Story",5,5,1953,1953,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",458,"Y",1068,1146,0,2374,2,0,5,2,"TA",12,"Typ",0,NA,"Detchd","Unf",2,494,"TA","TA",0,1,2009,"Normal",127726
9666564,20,"RL",9358,"CulDSac","1Fam","1Story",5,7,1977,1986,"Gable","TA","TA","CBlock","Gd","Gd","Av","ALQ",189,"Y",1250,0,0,1311,1,1,3,1,"Gd",5,"Typ",0,NA,"Detchd","Unf",1,246,"TA","TA",0,10,2009,"Normal",144697
9677212,30,"RM",6394,"Inside","1Fam","1Story",5,7,1925,1941,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",497,"N",980,0,0,1057,1,0,3,1,"TA",6,"Min",0,NA,"Detchd","Unf",1,461,"TA","TA",0,7,2005,"Abnorml",84008
9709156,160,"RM",2023,"Inside","Twnhs","2Story",4,5,1960,1960,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",561,525,0,1070,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,274,"TA","TA",0,1,2006,"Normal",69063
9730452,20,"RL",16658,"Inside","1Fam","1Story",4,6,1946,1946,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",1034,"Y",1283,0,0,1261,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","RFn",1,284,"TA","TA",0,4,2009,"Normal",106389
9741100,60,"RL",12841,"Corner","1Fam","2Story",7,5,1985,1985,"Gable","Gd","TA","PConc","Ex","TA","Mn","BLQ",48,"Y",956,1253,0,2161,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",3,855,"TA","TA",0,11,2007,"Normal",204757
9804988,20,"RL",10097,"Inside","1Fam","1Story",6,6,1973,1973,"Gable","TA","Gd","CBlock","Gd","TA","No","BLQ",623,"Y",1750,0,0,1697,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd","Unf",2,628,"TA","TA",0,5,2006,"Normal",227248
9815636,20,"RL",15346,"Corner","1Fam","1Story",5,6,1968,1968,"Gable","TA","TA","PConc","Gd","TA","Av","ALQ",733,"Y",1166,0,0,1138,2,0,3,1,"Ex",6,"Typ",0,NA,"Attchd","RFn",2,556,"TA","TA",0,3,2007,"Abnorml",202583
9858228,60,"RL",12958,"Corner","1Fam","2Story",7,5,1989,1989,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",1010,1194,0,2199,2,1,4,1,"Gd",8,"Typ",1,"TA","Other","Fin",2,663,"TA","TA",0,11,2005,"Normal",239717
9911468,20,"RL",26470,"Inside","1Fam","1Story",7,7,1960,2002,"Flat","TA","TA","CBlock","Gd","TA","Gd","GLQ",419,"Y",1987,0,0,2040,2,0,4,1,"Gd",9,"Typ",1,"Gd","Attchd","RFn",2,519,"TA","TA",0,11,2008,"Normal",269134
9975356,90,"RL",13053,"Inside","Duplex","1Story",6,5,1972,1972,"Gable","TA","TA","CBlock","TA","TA","Gd","LwQ",907,"Y",1797,0,0,1737,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd","Unf",2,564,"TA","TA",0,7,2005,"Normal",138476
10081836,20,"RL",7478,"Inside","1Fam","1Story",5,8,1950,1995,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",381,"Y",855,0,0,885,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd","RFn",2,723,"TA","TA",0,7,2006,"Normal",98478
10103132,85,"RL",6848,"Inside","1Fam","2.5Sto",5,8,1972,2002,"Gable","TA","Gd","CBlock","Gd","TA","Av","GLQ",656,"Y",769,0,0,735,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Fin",1,393,"TA","TA",0,4,2009,"Normal",130875
10135076,90,"RH",7414,"Inside","Duplex","2Story",6,6,1946,1942,"Gable","TA","TA","CBlock","Gd","TA","No","LwQ",504,"N",946,1020,0,1953,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd","Unf",2,471,"TA","TA",0,8,2007,"Normal",131031
10177668,160,"FV",2650,"FR2","Twnhs","2Story",7,5,1995,1995,"Hip","Gd","TA","PConc","Gd","TA","No","ALQ",631,"Y",683,722,0,1440,2,1,3,1,"Gd",6,"Typ",0,NA,"Detchd","Unf",2,467,"TA","TA",0,5,2009,"Normal",174799
10198964,60,"RL",12799,"Corner","1Fam","2Story",6,7,1977,1994,"Gable","TA","Gd","CBlock","Gd","Gd","No","ALQ",894,"Y",1532,1283,0,2965,2,1,4,1,"TA",11,"Typ",1,"TA","Attchd","Fin",2,618,"TA","TA",0,7,2008,"Normal",309148
10252204,50,"RL",9241,"Inside","1Fam","1.5Sto",5,7,1940,1946,"Gable","Gd","Gd","BrkTil","TA","Fa","No","LwQ",435,"Y",968,321,0,1253,1,1,2,1,"TA",7,"Min",2,"TA","Detchd","Unf",1,255,"TA","TA",0,6,2008,"Normal",161871
10294796,50,"RL",11322,"Inside","1Fam","1.5Sto",4,4,1949,1943,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"N",697,479,0,1136,1,1,4,1,"TA",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,12,2005,"Abnorml",157095
10316092,120,"RL",7591,"Inside","TwnhsE","1Story",6,5,1972,1972,"Gable","TA","TA","CBlock","Gd","TA","No","Unf",0,"Y",926,0,0,942,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd","Unf",1,261,"TA","TA",0,4,2010,"Normal",94513
10337388,70,"RL",11897,"Corner","1Fam","2Story",7,8,1910,1983,"Gable","TA","Gd","BrkTil","Gd","TA","No","Unf",0,"N",1122,869,0,2118,1,0,3,1,"Gd",8,"Typ",0,NA,"Detchd","Unf",2,519,"TA","TA",0,10,2008,"Normal",125629
10348036,160,"FV",2582,"FR2","Twnhs","2Story",7,5,1998,1998,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",672,"Y",689,690,0,1377,2,1,3,1,"Gd",6,"Typ",0,NA,"Detchd","Unf",2,508,"TA","TA",0,4,2005,"Normal",175569
10358684,30,"RL",5636,"Inside","1Fam","1Story",4,7,1923,1954,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",826,0,0,843,1,0,2,1,"Fa",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,8,2006,"Normal",91251
10369332,120,"FV",4126,"Inside","TwnhsE","1Story",7,5,2006,1997,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",1063,"Y",1279,0,0,1245,1,1,1,1,"Gd",4,"Typ",0,NA,"Attchd","Fin",2,558,"TA","TA",0,11,2007,"Abnorml",152293
10379980,20,"RL",9596,"Inside","1Fam","1Story",4,5,1952,1952,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",564,"Y",871,0,0,936,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,401,"TA","TA",0,5,2006,"Abnorml",125572
10390628,20,"RL",8797,"Corner","1Fam","1Story",5,6,1953,1953,"Gable","TA","TA","PConc","TA","TA","No","LwQ",649,"Y",1076,0,0,1142,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,473,"TA","TA",0,6,2008,"Normal",134262
10401276,85,"RL",12210,"Corner","1Fam","2.5Sto",7,9,1961,2003,"Gable","Ex","TA","CBlock","TA","TA","Av","ALQ",829,"Y",1025,0,0,957,1,0,3,1,"Ex",6,"Typ",0,NA,"Attchd","RFn",2,591,"TA","TA",0,7,2008,"Normal",155953
10422572,20,"RL",3145,"Inside","1Fam","1Story",7,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Y",1292,0,0,1208,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,392,"TA","TA",0,3,2007,"Normal",168803
10465164,50,"RM",5083,"Corner","1Fam","1.5Sto",6,8,1910,2000,"Hip","TA","Gd","CBlock","TA","Fa","No","Unf",0,"Y",1030,645,0,1589,1,0,2,1,"Gd",5,"Typ",0,NA,"Attchd","Unf",1,257,"Fa","TA",0,6,2006,"Normal",142374
10475812,20,"RL",9999,"Inside","1Fam","1Story",9,5,2009,2006,"Hip","Ex","TA","PConc","Ex","TA","Av","GLQ",1573,"Y",2030,0,0,1860,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,585,"TA","TA",0,4,2009,"Abnorml",354306
10507756,60,"RL",9083,"Inside","1Fam","2Story",8,5,1997,1992,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",1084,"Y",1400,1001,0,2277,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",3,851,"TA","TA",0,6,2006,"Normal",265332
10539700,60,"RL",8628,"Inside","1Fam","2Story",6,5,2005,2002,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",770,755,0,1562,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,547,"TA","TA",0,8,2006,"Abnorml",183278
10550348,20,"RL",12791,"FR2","1Fam","1Story",10,5,2006,1997,"Hip","Ex","TA","PConc","Ex","TA","Gd","GLQ",1120,"Y",1711,0,0,1686,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd","Fin",3,756,"TA","TA",0,7,2009,"Normal",367354
10571644,20,"RL",11032,"Inside","1Fam","1Story",5,6,1955,1955,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",927,"Y",1098,0,0,1074,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,351,"TA","TA",0,1,2005,"Normal",149612
10582292,20,"RL",11632,"Inside","1Fam","1Story",6,6,1961,1961,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1495,0,0,1501,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd","RFn",2,609,"TA","TA",0,2,2009,"Normal",165531
10603588,20,"RL",6824,"Inside","1Fam","1Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",692,"Y",1150,0,0,1164,2,0,2,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,624,"TA","TA",0,2,2010,"Normal",182412
10614236,20,"RL",10269,"Corner","1Fam","1Story",3,3,1945,1945,"Flat","TA","TA","BrkTil",NA,NA,NA,NA,0,"N",922,0,0,947,1,0,2,1,"Fa",4,"Min",0,NA,"Detchd","Unf",2,533,"TA","Fa",0,7,2009,"Normal",69841
10624884,30,"RL",5331,"Corner","1Fam","1Story",5,6,1920,1949,"Gable","TA","TA","BrkTil","Fa","TA","No","Unf",0,"Y",710,0,0,696,1,0,2,1,"Ex",4,"Typ",0,NA,"Detchd","Unf",1,210,"Fa","TA",0,1,2006,"Abnorml",99391
10656828,120,"RL",3278,"Inside","TwnhsE","1Story",7,5,2005,1996,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",16,"Y",1523,0,0,1525,2,0,1,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",2,456,"TA","TA",0,5,2009,"Normal",223454
10688772,160,"RM",2189,"Inside","TwnhsE","2Story",4,4,1965,1965,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",277,"Y",551,569,0,1065,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd","RFn",1,296,"TA","TA",0,8,2008,"Normal",88569
10752660,30,"RM",6950,"Inside","1Fam","1Story",5,4,1910,2003,"Hip","TA","TA","BrkTil","TA","TA","No","ALQ",250,"N",997,0,0,1027,1,0,2,1,"TA",4,"Maj",0,NA,"Detchd","Unf",1,283,"TA","TA",0,6,2009,"Normal",90672
10795252,120,"RL",5869,"CulDSac","TwnhsE","1Story",8,5,1979,1979,"Gable","Gd","TA","CBlock","Gd","TA","Av","GLQ",1063,"Y",1366,0,0,1343,1,0,1,1,"Gd",4,"Typ",1,"Ex","Attchd","RFn",2,576,"TA","TA",0,8,2009,"Abnorml",197508
10805900,80,"RL",11269,"FR2","1Fam","2.5Sto",7,5,1991,1986,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",792,680,0,1524,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",2,398,"TA","TA",0,5,2006,"Normal",163107
10848492,50,"RM",9006,"Inside","1Fam","1.5Sto",5,5,1930,1948,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",310,"Y",899,343,0,1305,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,161,"Fa","Fa",0,3,2006,"Normal",92440
10859140,120,"RL",3234,"Inside","TwnhsE","1Story",7,5,2005,1998,"Gable","Gd","TA","PConc","Gd","Gd","No","GLQ",15,"Y",1448,0,0,1541,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",2,422,"TA","TA",0,5,2007,"Normal",233394
10933676,190,"RH",6986,"Inside","Duplex","2Story",5,8,1916,1994,"Gable","TA","TA","PConc","TA","TA","Mn","Unf",0,"Y",941,943,0,1840,2,0,5,2,"TA",10,"Typ",0,NA,NA,NA,0,0,NA,NA,0,7,2005,"Normal",152377
10954972,60,"RL",14663,"Corner","1Fam","2Story",8,7,1983,1983,"Gable","Gd","Gd","PConc","Gd","Gd","No","GLQ",983,"Y",1352,1153,0,2499,2,1,5,1,"Gd",10,"Typ",1,"TA","Attchd","RFn",3,818,"TA","TA",0,11,2005,"Abnorml",238738
10976268,30,"RL",6608,"Inside","1Fam","1Story",5,7,1938,1945,"Gable","TA","Gd","PConc","Fa","Fa","No","Unf",0,"Y",992,0,0,972,1,0,2,1,"Fa",5,"Typ",1,"Gd","Other","Unf",1,230,"Fa","TA",0,6,2007,"Normal",131577
10986916,20,"RL",11748,"CulDSac","1Fam","1Story",4,3,1947,1947,"Gable","TA","Gd","BrkTil",NA,NA,NA,NA,0,"N",883,0,0,881,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,297,"TA","TA",0,1,2008,"Normal",102755
11008212,60,"RL",9277,"Inside","1Fam","2Story",8,5,2001,1996,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1021,1189,0,2315,2,1,3,1,"Gd",7,"Typ",1,"TA","Other","Fin",2,905,"TA","TA",0,9,2009,"Normal",278684
11018860,160,"RM",1521,"Inside","Twnhs","2Story",4,6,1970,1998,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",777,525,0,1330,1,1,3,1,"TA",6,"Typ",1,"TA",NA,NA,0,0,NA,NA,0,5,2008,"Normal",85608
11029508,180,"RM",1419,"Inside","TwnhsE","2.5Sto",4,4,1961,1961,"Gable","TA","TA","CBlock","Gd","TA","Av","GLQ",532,"Y",620,0,0,599,1,0,1,1,"TA",3,"Typ",0,NA,"Attchd","Unf",1,284,"TA","TA",0,4,2008,"Normal",61147
11072100,60,"RL",11863,"Inside","1Fam","2Story",7,5,1982,1982,"Hip","TA","TA","PConc","Gd","TA","No","GLQ",1103,"Y",1592,767,0,2417,2,1,4,1,"Gd",10,"Typ",1,"Ex","Attchd","Unf",2,537,"TA","TA",0,5,2008,"Normal",272541
11082748,20,"RL",9981,"Inside","1Fam","1Story",8,5,1975,1975,"Hip","Gd","TA","PConc","Gd","TA","No","ALQ",1102,"Y",2540,0,0,2491,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd","Fin",2,515,"TA","TA",0,7,2008,"Normal",333364
11157284,20,"RL",10915,"Corner","1Fam","1Story",7,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Y",1353,0,0,1331,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,429,"TA","TA",0,10,2007,"Abnorml",187110
11189228,60,"RL",11282,"Corner","1Fam","2Story",8,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","Mn","GLQ",967,"Y",1131,870,0,2022,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",2,609,"TA","TA",0,11,2005,"Normal",309562
11210524,120,"RL",7105,"Inside","TwnhsE","1Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",668,"Y",1297,0,0,1423,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,476,"TA","TA",0,6,2006,"Normal",147118
11285060,30,"RM",6070,"Inside","1Fam","1Story",6,6,1925,1971,"Gable","TA","Gd","BrkTil","TA","TA","No","BLQ",400,"Y",1140,0,0,1076,1,0,2,1,"Gd",5,"Typ",1,"Gd","Detchd","Unf",2,448,"TA","TA",0,7,2006,"Normal",116210
11295708,20,"RL",10766,"CulDSac","1Fam","1Story",5,6,1963,1963,"Gable","TA","TA","CBlock","TA","TA","Mn","BLQ",742,"Y",1152,0,0,1101,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd","RFn",2,462,"TA","TA",0,11,2009,"Normal",124442
11317004,60,"RL",8048,"Inside","1Fam","2Story",6,7,1993,1993,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",764,765,0,1514,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,369,"TA","TA",0,5,2008,"Normal",192048
11487372,20,"RL",8565,"Inside","1Fam","1Story",7,5,1992,1992,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1386,0,0,1504,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,546,"TA","TA",0,9,2006,"Normal",174878
11508668,60,"RL",12675,"Corner","1Fam","2Story",6,5,1995,1987,"Gable","TA","TA","PConc","Gd","TA","No","ALQ",595,"Y",679,825,0,1510,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,399,"TA","TA",0,7,2005,"Normal",156431
11540612,60,"FV",10309,"Inside","1Fam","2Story",8,5,2005,2003,"Gable","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Y",1053,850,0,1970,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd","RFn",3,1036,"TA","TA",0,5,2009,"Normal",295642
11561908,120,"FV",3251,"Inside","TwnhsE","1Story",8,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",991,"Y",1252,0,0,1195,1,1,1,1,"Gd",4,"Typ",1,"Gd","Attchd","Fin",2,544,"TA","TA",0,4,2005,"Normal",190923
11572556,90,"RL",8130,"Corner","Duplex","1Story",3,4,1944,1944,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"N",1017,0,0,1007,2,0,2,2,"TA",6,"Typ",0,NA,"Detchd","Unf",2,412,"TA","TA",0,6,2009,"Normal",105129
11593852,50,"RL",8659,"Inside","1Fam","1.5Sto",6,5,1925,1945,"Gable","TA","TA","PConc","TA","TA","No","LwQ",402,"Y",1326,319,0,1612,2,0,4,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",2,581,"TA","TA",0,6,2008,"Normal",156960
11604500,20,"RL",9589,"Corner","1Fam","1Story",5,8,1965,1989,"Hip","TA","TA","CBlock","TA","TA","Mn","GLQ",629,"Y",1164,0,0,1257,1,1,1,1,"Gd",6,"Typ",0,NA,"Detchd","Unf",2,907,"TA","TA",0,10,2005,"Normal",146695
11625796,20,"RL",9026,"Inside","1Fam","1Story",6,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",24,"Y",1368,0,0,1366,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,425,"TA","TA",0,3,2006,"Normal",152811
11636444,70,"RM",6832,"Inside","1Fam","2Story",6,7,1914,2003,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",799,570,0,1305,1,1,3,1,"Gd",7,"Typ",0,NA,NA,NA,0,0,NA,NA,0,3,2007,"Normal",155281
11647092,120,"RL",3752,"Inside","TwnhsE","1Story",8,5,1979,1979,"Gable","Gd","TA","CBlock","Gd","TA","No","Unf",0,"Y",1040,0,0,1060,1,1,2,1,"Gd",5,"Typ",0,NA,"Attchd","RFn",2,474,"TA","TA",0,10,2006,"Normal",149749
11700332,20,"RL",6759,"Inside","1Fam","1Story",5,7,1960,1995,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",602,"Y",1167,0,0,1170,1,0,2,1,"TA",6,"Typ",0,NA,"Attchd","RFn",1,250,"TA","TA",0,4,2007,"Family",130388
11710980,20,"RL",8971,"Corner","1Fam","1Story",6,6,1957,1957,"Hip","TA","TA","CBlock","TA","TA","Mn","ALQ",641,"Y",1248,0,0,1232,1,0,3,1,"TA",6,"Typ",1,"Fa","Other","Fin",2,534,"TA","TA",0,7,2006,"Normal",189892
11742924,20,"RL",10464,"Corner","1Fam","1Story",7,5,1990,1981,"Hip","Gd","TA","PConc","Gd","TA","Mn","GLQ",707,"Y",1442,0,0,1440,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","Fin",2,699,"TA","TA",0,5,2006,"Normal",200539
11774868,20,"RL",10964,"Inside","1Fam","1Story",8,5,2004,2001,"Gable","Gd","TA","PConc","Ex","TA","Mn","GLQ",1045,"Y",1858,0,0,1904,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",3,874,"TA","TA",0,3,2009,"Normal",241512
11796164,60,"RL",10085,"Inside","1Fam","2Story",7,6,1970,1970,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",406,"Y",1136,857,0,1970,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd","RFn",2,465,"TA","TA",0,9,2008,"Normal",158659
